reseña,calificación,tipo_lugar,fuente,nombre,fecha,grupo_de_viaje,mes
excelentes shows ambientes e instalaciones,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/05/2026,,mayo
muy bueno el servicio y el show,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/05/2026,amigos,mayo
excelente y muy servicial todo el personal,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/05/2026,familia,mayo
todo está genial me encanta el entretenimiento,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/05/2026,familia,mayo
todo a estado muy bien el entretenimiento el gato es muy agradable,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/05/2026,familia,mayo
excelente servicio y atención calidad de personal la calidez humana hace que visitemos este hotel cada año,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/05/2026,,mayo
aqui todo es super divertodo y lindo los recomiendo,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/05/2026,familia,mayo
excelente experiencia muy lindo ambiente el personal muy atento,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/05/2026,familia,mayo
súper cómodo de precio y buen lugar para hospedarse y pasar el familia,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/05/2026,familia,mayo
es demasiado bueno las personas del hotel súper buena gente ayudan en todo y siempre preguntan si uno necesita algo súper recomendable el staff se disfruta mucho,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/04/2026,,abril
las habitaciones pueden mejorar en la iluminación y hay goteras pero después de eso todo súper bien igual los postres podrían mejorar y la alineación súper lindos y gentiles siempre muy linda cris,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/04/2026,,abril
muy bueno,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/04/2026,,abril
muy buen servicio los animadores muy simpáticos,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/04/2026,familia,abril
los animadores un 100 se encargaron de mantener un ambiente muy bonito y divertido,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/04/2026,,abril
hermoso lugar comida y snacks deliciosos hermosas actividades,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/04/2026,,abril
todo muy bonito la atención muy buena,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/04/2026,,abril
precioso lugar para descansar la verdad no alcanza el tiempo para disfrutar muchas gracias hotel tambor por todas las actividades que se pueden disfrutar y claro el mejor de los bailarines richard,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/03/2026,,marzo
muy buen hotelmuy acogedor su grupo humano a reclamar seria las barras de bebidas que son pocas y las personas que dispensan las bebidas son poco amables deberían ser más empáticos el personal de entretenimientos es destacable y el elenco de espectáculos es de lo mejor,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/03/2026,pareja,marzo
deberían mejorar la atención al cliente respecto a los restaurantes de carta ya que nos dijieron que abrían a las 8 y a las 6 ya no habían espacios para ir con lo demás super excelente gran calidad de comidas bebidas y eventos,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/02/2026,,febrero
muy atentos y nos gusta que es familiar la playa tranquila y creo que vamos a venir pronto,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/02/2026,,febrero
muy excelente servicio atención y la comida muy buena,5,hotel,https://search.google.com/local/reviews?placeid=chijeyr6cipvoy8rpttpehhvvu4&q=*&authuser=0&hl=en&gl=us,barceló tambor,06/02/2026,pareja,febrero
el lugar es estéticamente ideal y el mobiliario cómodo la comida no está tan bien lograda para sus precios pedimos un pato lejano a su punto los cocteles tenían todos el mismo sabor y la pasta estaba levemente sobrecocida se supone que debiese ser una experiencia gastronómica expecional según su propia descripción pero deja mucho que desear si está de turista en san josé es mejor ahorrar esta parada e ir a explorar alguna soda local al centro,3,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,06/05/2026,,mayo
lamento decir que para mi y mi pareja fu una mala experiencia gastronomica empezando desde la llegada nos recibi una chica con lentesnosotros no teniamos reservaella fu a verificar que hubiera una mesa disponiblelleg diciendo que solo la barracuando a simple vista habian 6 mesas libresnos miramos y le dijimos que no quieriamos comer a la barra entonces nos llev a una de las mesas libresque por cierto se quedaron libres basta el cierre porque fu el tiempo que dur nuestra cena llegamos a las 900pm sentí todo muy raro casi discriminatorio porque tal vez estábamos vestidos casuales o por no tener reserva 1 el pan de la casa fué terriblela servilleta de tela que envolvía el pan estaba lavada y el calor del pan desprendió el jabón de ropael camarero apenado me dijo que no sabía que había pasado y que perdónlo iba a cambiar y ese pan duró toda la noche en nuestra mesa y nunca lo cambiaron ni se lo llevaron 2 aperol spritzera básicamente vino con hielotomamos dos tragos nada más porque estaba completamente aguado 3 carpaccio de pulpo con kalamata y alcaparrasseco y salado que no pude comer más de tres bocadosmientras que el plato vegetariano muy buenovegetales frescos y deliciosospor dicha pude comer algo por la suma de 85 mil colonesbotados en el basurero soy chef desde 27 añositalianavivo en costa rica desde 22 años tengo tres restaurantes y me encanta comer bien y me gusta que valga la pena pagar por una buena cenalamento mi experienciaseguros a otras personas le fué mejorpero empezando del tratoun consejo no todos aparentan ser quien realmente sonel cliente se chinea más cuando es la primera vez que entra en un lugar para que vuelva el restaurante es hermoso,1,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,06/03/2026,,marzo
muy buen restaurante ubicado en san josé en costa rica tiene un ambiente muy agradable y un menú variado y bastante bueno los postres y el menú de bebidas acompañan la comida como un perfecto maridaje de los mejores restaurantes que he conocido en san josé,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,26/05/2026,,mayo
comida bien,3,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,13/05/2026,,mayo
excelente ambiente de amigos familia parejas muy buenos platos super bien atendidos lo recomiendo,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,30/04/2026,,abril
excelente servicio y comida wilberth nos atendió increíble y estamos muy agradecidos con el excelente experiencia culinaria el tour de la huerta fue muy interesante,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,31/03/2026,,marzo
excelente servicio ambiente agradable y comida con buen sabor buenas porciones,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,20/03/2026,,marzo
excelente lugar excelente comida excelente atención recomiendo los cortes de carne la mayoría son para compartir entre unas 3 personas,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,18/03/2026,,marzo
excelente lugar buenísima atención comida fabulosa hermosa atmósfera del lugar súper recomendado,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,18/03/2026,,marzo
buena experiencia gastronómica la comida excelente y además un buen servicio,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,17/03/2026,,marzo
comida exquisita siempre nos deleitamos con los platillos de este restaurante la porción de los alimentos es muy onerosa el servicio excelente y el lugar es muy acogedor como recomendación podrían poner lámparas mejor iluminadas en las mesas grandes porque no se logra apreciar la presentación de los platillos,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,17/03/2026,,marzo
de mis favoritos super ambiente super servicio,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,03/11/2026,,noviembre
1010 desde el servicio hasta la comida se nota la excelencia de sus colaboradores,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,02/10/2026,,octubre
espectacular restaurante el ambiente el servicio y las canes vale la pena conocer el proceso de madurado y los cultivos de setas,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,29/01/2026,,enero
excelente atención y servicio la comida de alta calidad y mucha es cosechada en el local se recomienda solicitar el tour para conocer mas la ubicación es cómoda las bebidas son muy buenas,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,01/06/2026,,junio
el servicio fue malo por mucho en comparación con otras ocasiones los meseros nos apuraron como si ocuparan que nos fuéramos el postre nos lo dieron con la cuenta prácticamente,3,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,31/12/2025,,diciembre
un lugar muy elegante con un ambiente muy agradable el servicio es de altísima calidad la comida tiene un sabor espectacular y los cócteles son de otro nivel los precios si bien son elevados se compensa con la experiencia culinaria,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,24/12/2025,,diciembre
es la segunda vez en furcanada que decir de la comida la cocteleríaexcelente calidad sólo tengo dos observacionesla primera esque al llegar el mesero muy amable te ofrece agua gasificada o mineralescogemos mineral y nos trae un botella después de un rato regresa con una bandeja de panes y dice cortesía del chefpor lo cual decimos que sí al final cuando se pagó la cuenta notamos que nos cobraron la botella con agua mineral o sea de tubo y la bandeja de panes que se ofreció como cortesía entiendo que al ser de cierta gama el restaurante uno asume que hay un rango de preciospero me parece que cobrar por agua de tubo y una cortesíano es lo correcto y direccionar el servicio del staff del restaurante a ellotampoco,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,12/06/2025,,junio
de verdad no hay como no ir a costa rica y no passar un almuerzo en ese restaurant perfecto,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,11/11/2025,,noviembre
esta vez tuvimos una mala experiencia impensable pero así fue nos dejaron sin atender el corte de carne de cocción regular grasosa a la parrilla lo informamos pero nos ignoraron concluimos una baja de categoría quedaron por debajo de la línea de regresar,2,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,11/01/2025,,enero
la comida es increíble tienen una gran selección de vinos el servicio impecable,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,28/10/2025,,octubre
un elegante lugar con un menú excelente,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,19/10/2025,,octubre
el día de ayer fue mi primera vez en furca y desde que llegué me recibieron con una copa de vino espumante demasiado amables y atentos desde inicio a fin la comida que les digo no se pueden ir sin probar los pancitos las carnes los camarones demasiado deliciosos al final caminamos para ver alrededor nos explicaron los diferentes tipos de hongos que habían al igual con las carnes todos una atención excepcional chineada me sentí,5,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,17/10/2025,,octubre
actualización volví 6 años después la comida nada sorprendente la atención muy lenta o diría extremadamente lenta por ejemplo 25 minutos para una bebida la carne como un chicle los acompañamientos para nada sorprendentes en resumen el peor balance entre precio y calidad,2,restaurante,https://search.google.com/local/reviews?placeid=chij1uok-lf7oi8rskftml_bnpu&q=*&authuser=0&hl=en&gl=us,furca,13/10/2025,,octubre
